template,count,percentage,samples,suggested,confidence,label,notes
"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=<*> ""The request timed out."" UserInfo={NSUnderlyingError=<*> {Error Domain=kCFErrorDomainCFNetwork Code=<*> ""The request timed out."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=The request timed out.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=The request timed out.}",2,0.1,"[""PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-1001 \""The request timed out.\"" UserInfo={NSUnderlyingError=0x7fe133460660 {Error Domain=kCFErrorDomainCFNetwork Code=-1001 \""The request timed out.\"" UserInfo={NSErrorFailingURLStringKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, NSErrorFailingURLKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, _kCFStreamErrorCodeKey=-2102, _kCFStreamErrorDomainKey=4, NSLocalizedDescription=The request timed out.}}, NSErrorFailingURLStringKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, NSErrorFailingURLKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, _kCFStreamErrorDomainKey=4, _kCFStreamErrorCodeKey=-2102, NSLocalizedDescription=The request timed out.}"", ""PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-1001 \""The request timed out.\"" UserInfo={NSUnderlyingError=0x7fb7ed616c80 {Error Domain=kCFErrorDomainCFNetwork Code=-1001 \""The request timed out.\"" UserInfo={NSErrorFailingURLStringKey=https://gs-loc.apple.com/clls/wloc, NSErrorFailingURLKey=https://gs-loc.apple.com/clls/wloc, _kCFStreamErrorCodeKey=-2102, _kCFStreamErrorDomainKey=4, NSLocalizedDescription=The request timed out.}}, NSErrorFailingURLStringKey=https://gs-loc.apple.com/clls/wloc, NSErrorFailingURLKey=https://gs-loc.apple.com/clls/wloc, _kCFStreamErrorDomainKey=4, _kCFStreamErrorCodeKey=-2102, NSLocalizedDescription=The request timed out.}""]",0,high,4,Auto-labeled (high confidence)
"Configuration Notice: ASL Module ""<*>"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.",2,0.1,"[""Configuration Notice: ASL Module \""com.apple.performance\"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database."", ""Configuration Notice: ASL Module \""com.apple.corecdp.osx.asl\"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.""]",0,high,5,Auto-labeled (high confidence)
Wake reason: ?,2,0.1,"[""Wake reason: ?"", ""Wake reason: ?""]",0,high,6,Auto-labeled (high confidence)
BuildActDeviceEntry exit,2,0.1,"[""BuildActDeviceEntry exit"", ""BuildActDeviceEntry exit""]",0,medium,0,
"bitmap_size <*>, previewSize <*>, writing <*> pages @ <*>",2,0.1,"[""bitmap_size 0x7f0fc, previewSize 0x4028, writing 488299 pages @ 0x97144"", ""bitmap_size 0x7f0fc, previewSize 0x4028, writing 485676 pages @ 0x97144""]",0,high,0,Auto-labeled (high confidence)
"CFPasteboardRef CFPasteboardCreate(CFAllocatorRef, CFStringRef) : failed to create global data",2,0.1,"[""CFPasteboardRef CFPasteboardCreate(CFAllocatorRef, CFStringRef) : failed to create global data"", ""CFPasteboardRef CFPasteboardCreate(CFAllocatorRef, CFStringRef) : failed to create global data""]",0,high,2,Auto-labeled (high confidence)
CCXPCService::setStreamEventHandler Registered for notification callback.,2,0.1,"[""CCXPCService::setStreamEventHandler Registered for notification callback."", ""CCXPCService::setStreamEventHandler Registered for notification callback.""]",0,high,0,Auto-labeled (high confidence)
"hibernate_newruntime_map time: <*> ms, IOPolledFilePollersOpen(), ml_get_interrupts_enabled <*>",2,0.1,"[""hibernate_newruntime_map time: 0 ms, IOPolledFilePollersOpen(), ml_get_interrupts_enabled 0"", ""hibernate_newruntime_map time: 0 ms, IOPolledFilePollersOpen(), ml_get_interrupts_enabled 0""]",0,high,0,Auto-labeled (high confidence)
<IMMacNotificationCenterManager: <*>>:   DND Enabled: NO,2,0.1,"[""<IMMacNotificationCenterManager: 0x7ff1b2d17980>:   DND Enabled: NO"", ""<IMMacNotificationCenterManager: 0x7ff1b2e00ba0>:   DND Enabled: NO""]",0,high,0,Auto-labeled (high confidence)
"ARPT: <*>.<*>: IOPMPowerSource Information: onWake,  SleepType: Normal Sleep,  'ExternalConnected': No, 'TimeRemaining': <*>,",2,0.1,"[""ARPT: 724869.297011: IOPMPowerSource Information: onWake,  SleepType: Normal Sleep,  'ExternalConnected': No, 'TimeRemaining': 4551,"", ""ARPT: 740631.402908: IOPMPowerSource Information: onWake,  SleepType: Normal Sleep,  'ExternalConnected': No, 'TimeRemaining': 5802,""]",1,high,1,Auto-labeled (high confidence)
AppleActuatorHIDEventDriver: stop,2,0.1,"[""AppleActuatorHIDEventDriver: stop"", ""AppleActuatorHIDEventDriver: stop""]",0,medium,0,
**** [IOBluetoothHostControllerUSBTransport][start] -- completed -- result = TRUE -- <*> ****,2,0.1,"[""**** [IOBluetoothHostControllerUSBTransport][start] -- completed -- result = TRUE -- 0xb000 ****"", ""**** [IOBluetoothHostControllerUSBTransport][start] -- completed -- result = TRUE -- 0x2800 ****""]",0,high,0,Auto-labeled (high confidence)
<*>-<*>-<*> <*>:<*>:<*>.<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSAgentApp(KeystoneDelegate) updateEngineFinishedWithErrors:] Keystone finished: errors=<*>,2,0.1,"[""2017-07-06 14:57:16.667 GoogleSoftwareUpdateAgent[37059/0x7000002a0000] [lvl=2] -[KSAgentApp(KeystoneDelegate) updateEngineFinishedWithErrors:] Keystone finished: errors=0"", ""2017-07-08 06:26:32.364 GoogleSoftwareUpdateAgent[39159/0x7000002a0000] [lvl=2] -[KSAgentApp(KeystoneDelegate) updateEngineFinishedWithErrors:] Keystone finished: errors=0""]",0,high,0,Auto-labeled (high confidence)
"Page bounds {{<*>, <*>}, {<*>, <*>}}",2,0.1,"[""Page bounds {{0, 0}, {400, 400}}"", ""Page bounds {{0, 0}, {400, 400}}""]",0,high,0,Auto-labeled (high confidence)
"<*>-<*>-<*> <*>:<*>:<*>.<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher start fetch from URL: ""<*>""",2,0.1,"[""2017-07-06 20:46:03.869 GoogleSoftwareUpdateAgent[37316/0x7000002a0000] [lvl=2] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher start fetch from URL: \""https://tools.google.com/service/update2?cup2hreq=5e15fbe422c816bef7c133cfffdb516e16923579b9be2dfae4d7d8d211b25017&cup2key=7:780377214\"""", ""2017-07-07 01:47:40.090 GoogleSoftwareUpdateAgent[37644/0x7000002a0000] [lvl=2] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher start fetch from URL: \""https://tools.google.com/service/update2?cup2hreq=c30943ccd5e0a03e93b6be3e2b7e2127989f08f1bde99263ffee091de8b8bc39&cup2key=7:1039900771\""""]",0,high,0,Auto-labeled (high confidence)
could discard act <*> inact <*> purgeable <*> spec <*> cleaned <*>,2,0.1,"[""could discard act 242131 inact 107014 purgeable 254830 spec 128285 cleaned 0"", ""could discard act 74490 inact 9782 purgeable 34145 spec 56242 cleaned 0""]",0,high,0,Auto-labeled (high confidence)
Unable to start NetBIOS name service:,2,0.1,"[""Unable to start NetBIOS name service:"", ""Unable to start NetBIOS name service:""]",0,high,4,Auto-labeled (high confidence)
ChromeExistion main isUndetectWithCommand = <*>,2,0.1,"[""ChromeExistion main isUndetectWithCommand = 1"", ""ChromeExistion main isUndetectWithCommand = 1""]",0,high,0,Auto-labeled (high confidence)
efi pagecount <*>,2,0.1,"[""efi pagecount 72"", ""efi pagecount 72""]",0,high,6,Auto-labeled (high confidence)
[BluetoothHIDDeviceController]ERROR: Could not find the disconnected object,2,0.1,"[""[BluetoothHIDDeviceController]ERROR: Could not find the disconnected object"", ""[BluetoothHIDDeviceController]ERROR: Could not find the disconnected object""]",0,high,4,Auto-labeled (high confidence)
<*>:<*>:<*>.<*> : Discoverable mode changed to Off,2,0.1,"[""12:15:23.005 : Discoverable mode changed to Off"", ""08:21:18.004 : Discoverable mode changed to Off""]",0,high,0,Auto-labeled (high confidence)
"[Accounts] Current connection, <NSXPCConnection: <*>> connection from pid <*>, doesn't have account access.",2,0.1,"[""[Accounts] Current connection, <NSXPCConnection: 0x7fda74805bf0> connection from pid 487, doesn't have account access."", ""[Accounts] Current connection, <NSXPCConnection: 0x7fda72614240> connection from pid 30318, doesn't have account access.""]",0,high,0,Auto-labeled (high confidence)
[HID] [ATC] [Error] AppleDeviceManagementHIDEventService::start Could not make a string from out connection notification key,2,0.1,"[""[HID] [ATC] [Error] AppleDeviceManagementHIDEventService::start Could not make a string from out connection notification key"", ""[HID] [ATC] [Error] AppleDeviceManagementHIDEventService::start Could not make a string from out connection notification key""]",0,high,0,Auto-labeled (high confidence)
hibernate_page_list_setall found pageCount <*>,2,0.1,"[""hibernate_page_list_setall found pageCount 448015"", ""hibernate_page_list_setall found pageCount 488653""]",0,high,0,Auto-labeled (high confidence)
BuildActDeviceEntry enter,2,0.1,"[""BuildActDeviceEntry enter"", ""BuildActDeviceEntry enter""]",0,medium,0,
[BluetoothHIDDeviceController] EventServiceConnectedCallback,2,0.1,"[""[BluetoothHIDDeviceController] EventServiceConnectedCallback"", ""[BluetoothHIDDeviceController] EventServiceConnectedCallback""]",0,medium,0,
IOHibernatePollerOpen(<*>),2,0.1,"[""IOHibernatePollerOpen(0)"", ""IOHibernatePollerOpen(0)""]",0,high,2,Auto-labeled (high confidence)
"[Accounts] Failed to update account with identifier <*>-<*>-<*>-<*>-<*>, error: Error Domain=ABAddressBookErrorDomain Code=<*> ""(null)""",2,0.1,"[""[Accounts] Failed to update account with identifier 76FE6715-3D27-4F21-AA35-C88C1EA820E8, error: Error Domain=ABAddressBookErrorDomain Code=1002 \""(null)\"""", ""[Accounts] Failed to update account with identifier 76FE6715-3D27-4F21-AA35-C88C1EA820E8, error: Error Domain=ABAddressBookErrorDomain Code=1002 \""(null)\""""]",0,high,5,Auto-labeled (high confidence)
WARNING: hibernate_page_list_setall skipped <*> xpmapped pages,2,0.1,"[""WARNING: hibernate_page_list_setall skipped 11799 xpmapped pages"", ""WARNING: hibernate_page_list_setall skipped 19622 xpmapped pages""]",0,high,3,Auto-labeled (high confidence)
"Arranged view frame: {{<*>, <*>}, {<*>, <*>}}",1,0.05,"[""Arranged view frame: {{0, 0}, {260, 877}}""]",0,high,0,Auto-labeled (high confidence)
CCProfileMonitor::setStreamEventHandler,1,0.05,"[""CCProfileMonitor::setStreamEventHandler""]",0,medium,0,
Error in CoreDragRemoveTrackingHandler: <*>,1,0.05,"[""Error in CoreDragRemoveTrackingHandler: -1856""]",0,high,2,Auto-labeled (high confidence)
"nw_path_evaluator_start_helper_connection net_helper_path_evaluation_start failed, dumping backtrace: [<*>_<*>] libnetcore-<*>.<*>.<*> <*>   libsystem_network.dylib             <*> __nw_create_backtrace_string + <*> <*>   libsystem_network.dylib             <*> nw_path_evaluator_start_helper_connection + <*> <*>   libdispatch.dylib                   <*> _dispatch_call_block_and_release + <*> <*>   libdispatch.dylib                   <*> _dispatch_client_callout + <*> <*>   libdispatch.dylib                   <*> _dispatch_queue_drain + <*> <*>   libdispatch.dylib                   <*> _dispatch_queue_invoke + <*> <*>   libdispatch.dylib                   <*> _dispatch_root_queue_drain + <*> <*>   libdispatch.dylib                   <*> _dispatch_worker_<*> + <*> <*>   libsystem_pthread.dylib             <*> _pthread_wqthread + <*> <*>   libsystem_pthread.dylib             <*> start_wqthread + <*>",1,0.05,"[""nw_path_evaluator_start_helper_connection net_helper_path_evaluation_start failed, dumping backtrace: [x86_64] libnetcore-583.50.1 0   libsystem_network.dylib             0x00007fff92fabde9 __nw_create_backtrace_string + 123 1   libsystem_network.dylib             0x00007fff92fc289f nw_path_evaluator_start_helper_connection + 196 2   libdispatch.dylib                   0x00007fff980fa93d _dispatch_call_block_and_release + 12 3   libdispatch.dylib                   0x00007fff980ef40b _dispatch_client_callout + 8 4   libdispatch.dylib                   0x00007fff980f403b _dispatch_queue_drain + 754 5   libdispatch.dylib                   0x00007fff980fa707 _dispatch_queue_invoke + 549 6   libdispatch.dylib                   0x00007fff980f2d53 _dispatch_root_queue_drain + 538 7   libdispatch.dylib                   0x00007fff980f2b00 _dispatch_worker_thread3 + 91 8   libsystem_pthread.dylib             0x00007fff8ebc44de _pthread_wqthread + 1129 9   libsystem_pthread.dylib             0x00007fff8ebc2341 start_wqthread + 13""]",0,high,4,Auto-labeled (high confidence)
"CoreAnimation: warning, deleted thread with uncommitted CATransaction; set CA_DEBUG_TRANSACTIONS=<*> in environment to log backtraces.",1,0.05,"[""CoreAnimation: warning, deleted thread with uncommitted CATransaction; set CA_DEBUG_TRANSACTIONS=1 in environment to log backtraces.""]",0,high,3,Auto-labeled (high confidence)
[HID] [MT] MTActuatorManagement::getActuatorRef Calling MTActuatorOpen() outside of MTTrackpadHIDManager.,1,0.05,"[""[HID] [MT] MTActuatorManagement::getActuatorRef Calling MTActuatorOpen() outside of MTTrackpadHIDManager.""]",0,high,0,Auto-labeled (high confidence)
full wake promotion (reason <*>) <*> ms,1,0.05,"[""full wake promotion (reason 1) 374 ms""]",0,high,0,Auto-labeled (high confidence)
hciControllerOnline; HID devices? <*>,1,0.05,"[""hciControllerOnline; HID devices? 0""]",0,high,0,Auto-labeled (high confidence)
**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- Connected to the transport successfully -- <*> -- <*> -- <*> ****,1,0.05,"[""**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- Connected to the transport successfully -- 0x5fd0 -- 0x9a00 -- 0x6800 ****""]",4,high,4,Auto-labeled (high confidence)
tcp_connection_destination_perform_socket_connect <*> connectx to <*>:<*>@<*> failed: [<*>] Network is unreachable,1,0.05,"[""tcp_connection_destination_perform_socket_connect 21152 connectx to 203.205.147.206:8080@0 failed: [51] Network is unreachable""]",0,high,0,Auto-labeled (high confidence)
"[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller supportsRequestCompressionAtURL:<*>] Error Domain=NSURLErrorDomain Code=<*> ""The request timed out."" UserInfo={NSUnderlyingError=<*> {Error Domain=kCFErrorDomainCFNetwork Code=<*> ""The request timed out."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=The request timed out.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=The request timed out.}",1,0.05,"[""[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller supportsRequestCompressionAtURL:https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/] Error Domain=NSURLErrorDomain Code=-1001 \""The request timed out.\"" UserInfo={NSUnderlyingError=0x7f9af3646900 {Error Domain=kCFErrorDomainCFNetwork Code=-1001 \""The request timed out.\"" UserInfo={NSErrorFailingURLStringKey=https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/, NSErrorFailingURLKey=https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/, _kCFStreamErrorCodeKey=-2102, _kCFStreamErrorDomainKey=4, NSLocalizedDescription=The request timed out.}}, NSErrorFailingURLStringKey=https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/, NSErrorFailingURLKey=https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/, _kCFStreamErrorDomainKey=4, _kCFStreamErrorCodeKey=-2102, NSLocalizedDescription=The request timed out.}""]",0,high,0,Auto-labeled (high confidence)
Error in CoreDragRemoveReceiveHandler: <*>,1,0.05,"[""Error in CoreDragRemoveReceiveHandler: -1856""]",0,high,0,Auto-labeled (high confidence)
host connection <NSXPCConnection: <*>> connection from pid <*> invalidated,1,0.05,"[""host connection <NSXPCConnection: 0x7fddbbb015c0> connection from pid 30298 invalidated""]",0,high,0,Auto-labeled (high confidence)
enabling pid=<*> for plug-in com.apple.ncplugin.weather(<*>.<*>) <*>-<*>-<*>-<*>-<*> <*>,1,0.05,"[""enabling pid=30298 for plug-in com.apple.ncplugin.weather(1.0) 131FE7ED-87F7-471D-8797-C11107688DF7 /System/Library/CoreServices/Weather.app/Contents/PlugIns/com.apple.ncplugin.weather.appex""]",0,high,0,Auto-labeled (high confidence)
<*>-<*>-<*> <*>:<*>:<*>.<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSOmahaServer updateInfosForUpdateResponse:updateRequest:infoStore:upToDateTickets:updatedTickets:events:errors:] Response passed CUP validation.,1,0.05,"[""2017-07-03 10:40:42.940 GoogleSoftwareUpdateAgent[33263/0x700000323000] [lvl=2] -[KSOmahaServer updateInfosForUpdateResponse:updateRequest:infoStore:upToDateTickets:updatedTickets:events:errors:] Response passed CUP validation.""]",0,high,0,Auto-labeled (high confidence)
<*>-<*>-<*> <*>:<*>:<*>.<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSAgentApp performSelfUpdateWithEngine:] Checking for self update with Engine: <KSUpdateEngine:<*> ticketStore=<KSPersistentTicketStore:<*> store=<KSKeyedPersistentStore:<*> path=<*> lockFile=<KSLockFile:<*> path=<*> locked=NO > >> processor=<KSActionProcessor:<*> delegate=<KSUpdateEngine:<*>> isProcessing=NO actionsCompleted=<*> progress=<*>.<*> errors=<*> currentActionErrors=<*> events=<*> currentActionEvents=<*> actionQueue=( ) > delegate=(null) serverInfoStore=<KSServerPrivateInfoStore:<*> path=<*> errors=<*> >,1,0.05,"[""2017-07-03 10:40:41.730 GoogleSoftwareUpdateAgent[33263/0x700000323000] [lvl=2] -[KSAgentApp performSelfUpdateWithEngine:] Checking for self update with Engine: <KSUpdateEngine:0x10062de70 ticketStore=<KSPersistentTicketStore:0x1005206e0 store=<KSKeyedPersistentStore:0x1005282c0 path=\""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore\"" lockFile=<KSLockFile:0x100510480 path=\""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore.lock\"" locked=NO > >> processor=<KSActionProcessor:0x10062e060 delegate=<KSUpdateEngine:0x10062de70> isProcessing=NO actionsCompleted=0 progress=0.00 errors=0 currentActionErrors=0 events=0 currentActionEvents=0 actionQueue=( ) > delegate=(null) serverInfoStore=<KSServerPrivateInfoStore:0x10062d2d0 path=\""/Users/xpc/Library/Google/GoogleSoftwareUpdate/Servers\""> errors=0 >""]",0,high,0,Auto-labeled (high confidence)
Internal name did not resolve to internal address!,1,0.05,"[""Internal name did not resolve to internal address!""]",1,high,1,Auto-labeled (high confidence)
Central manager is not powered on,1,0.05,"[""Central manager is not powered on""]",0,high,0,Auto-labeled (high confidence)
Service exited with abnormal code: <*>,1,0.05,"[""Service exited with abnormal code: 1""]",1,medium,2,
<IMMacNotificationCenterManager: <*>>:   DND Enabled: YES,1,0.05,"[""<IMMacNotificationCenterManager: 0x7ff1b2e00ba0>:   DND Enabled: YES""]",0,high,0,Auto-labeled (high confidence)
network changed: <*>(<*>:<*>) <*>(<*>) DNS Proxy SMB,1,0.05,"[""network changed: v4(en0:10.105.160.237) v6(en0!:2607:f140:6000:8:f1dc:a608:863:19ad) DNS Proxy SMB""]",0,high,4,Auto-labeled (high confidence)
mDNS_RegisterInterface: Frequent transitions for interface awdl0 (<*>),1,0.05,"[""mDNS_RegisterInterface: Frequent transitions for interface awdl0 (FE80:0000:0000:0000:D8A5:90FF:FEF5:7FFF)""]",0,high,4,Auto-labeled (high confidence)
<*>-<*>-<*> <*>:<*>:<*>.<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSOutOfProcessFetcher(PrivateMethods) launchedHelperTaskForToolPath:error:] KSOutOfProcessFetcher launched '/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/ksfetch' with process id: <*>,1,0.05,"[""2017-07-02 15:46:40.516 GoogleSoftwareUpdateAgent[32432/0x7000002a0000] [lvl=2] -[KSOutOfProcessFetcher(PrivateMethods) launchedHelperTaskForToolPath:error:] KSOutOfProcessFetcher launched '/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/ksfetch' with process id: 32433""]",1,high,0,Auto-labeled (high confidence)
DB Path: <*>,1,0.05,"[""DB Path: /Users/xpc/Library/Containers/com.tencent.qq/Data/Documents/contents/916639562/QQ.db""]",0,high,0,Auto-labeled (high confidence)
(DiskStore.Normal:<*>) <*> <*>.<*>,1,0.05,"[""(DiskStore.Normal:2382) 20cb04f 1.000086""]",1,high,0,Auto-labeled (high confidence)
"schedule invalidation <DYTransport <*>, error: lost transport connection (<*>)>",1,0.05,"[""schedule invalidation <DYTransport 0x7f89e8c00520, error: lost transport connection (31)>""]",4,high,4,Auto-labeled (high confidence)
"Configuration Notice: ASL Module ""com.apple.authkit.osx.asl"" sharing output destination ""/var/log/Accounts"" with ASL Module ""com.apple.Accounts"". Output parameters from ASL Module ""com.apple.Accounts"" override any specified in ASL Module ""com.apple.authkit.osx.asl"".",1,0.05,"[""Configuration Notice: ASL Module \""com.apple.authkit.osx.asl\"" sharing output destination \""/var/log/Accounts\"" with ASL Module \""com.apple.Accounts\"". Output parameters from ASL Module \""com.apple.Accounts\"" override any specified in ASL Module \""com.apple.authkit.osx.asl\"".""]",0,high,5,Auto-labeled (high confidence)
"[QL] No sandbox token for request <QLThumbnailRequest vmware-usbarb-<*>.log>, it will probably fail",1,0.05,"[""[QL] No sandbox token for request <QLThumbnailRequest vmware-usbarb-25037.log>, it will probably fail""]",0,high,1,Auto-labeled (high confidence)
"NSURLSession/NSURLConnection HTTP load failed (kCFStreamErrorDomainSSL, <*>)",1,0.05,"[""NSURLSession/NSURLConnection HTTP load failed (kCFStreamErrorDomainSSL, -9806)""]",1,high,1,Auto-labeled (high confidence)
<*>-<*>-<*> <*>:<*>:<*>.<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s): {( <KSTicket:<*> productID=<*> version=<*> xc=<KSPathExistenceChecker:<*> path=<*> serverType=Omaha url=<*> creationDate=<*>-<*>-<*> <*>:<*>:<*> tagPath=<*> tagKey=KSChannelID brandPath=<*> brandKey=KSBrandID versionPath=<*> versionKey=KSVersion cohort=<*>:<*>: cohortName=Stable ticketVersion=<*> > )} Using server: <KSOmahaServer:<*> engine=<KSUpdateEngine:<*>> >,1,0.05,"[""2017-07-07 10:54:41.875 GoogleSoftwareUpdateAgent[37924/0x7000002a0000] [lvl=2] -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s): {( <KSTicket:0x100365950 productID=com.google.Chrome version=59.0.3071.115 xc=<KSPathExistenceChecker:0x10036e950 path=/Applications/Google Chrome.app> serverType=Omaha url=https://tools.google.com/service/update2 creationDate=2017-02-18 15:41:18 tagPath=/Applications/Google Chrome.app/Contents/Info.plist tagKey=KSChannelID brandPath=/Users/xpc/Library/Google/Google Chrome Brand.plist brandKey=KSBrandID versionPath=/Applications/Google Chrome.app/Contents/Info.plist versionKey=KSVersion cohort=1:1y5: cohortName=Stable ticketVersion=1 > )} Using server: <KSOmahaServer:0x100243f20 engine=<KSUpdateEngine:0x1007161b0> >""]",0,high,0,Auto-labeled (high confidence)
Could not get event name for stream/token: com.apple.xpc.activity/<*>: <*>: Request for stale data,1,0.05,"[""Could not get event name for stream/token: com.apple.xpc.activity/4505: 132: Request for stale data""]",0,high,0,Auto-labeled (high confidence)
<*>-<*>-<*> <*>:<*>:<*>.<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] About to run checks for any other apps.,1,0.05,"[""2017-07-08 06:26:32.365 GoogleSoftwareUpdateAgent[39159/0x7000002a0000] [lvl=2] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] About to run checks for any other apps.""]",0,high,0,Auto-labeled (high confidence)
"Unable to simultaneously satisfy constraints: ( ""<NSAutoresizingMaskLayoutConstraint:<*> h=-&- v=-&- V:[NSScrollView:<*>]-(<*>)-|   (Names: '|':NSView:<*> )>"", ""<NSAutoresizingMaskLayoutConstraint:<*> h=-&- v=-&- V:|-(<*>)-[NSScrollView:<*>]   (Names: '|':NSView:<*> )>"", ""<NSAutoresizingMaskLayoutConstraint:<*> h=-&- v=--& V:[NSView:<*>(<*>)]>"", ""<NSAutoresizingMaskLayoutConstraint:<*> h=-&- v=-&- V:|-(<*>)-[NSView:<*>]   (Names: '|':NSView:<*> )>"", ""<NSAutoresizingMaskLayoutConstraint:<*> h=-&- v=-&- V:[NSView:<*>]-(<*>)-|   (Names: '|':NSView:<*> )>"" )  Will attempt to recover by breaking constraint <NSAutoresizingMaskLayoutConstraint:<*> h=-&- v=-&- V:|-(<*>)-[NSScrollView:<*>]   (Names: '|':NSView:<*> )>  Set the NSUserDefault NSConstraintBasedLayoutVisualizeMutuallyExclusiveConstraints to YES to have -[NSWindow visualizeConstraints:] automatically called when this happens.  And/or, break on objc_exception_throw to catch this in the debugger.",1,0.05,"[""Unable to simultaneously satisfy constraints: ( \""<NSAutoresizingMaskLayoutConstraint:0x7f9d574e5370 h=-&- v=-&- V:[NSScrollView:0x7f9d64abe480]-(11)-|   (Names: '|':NSView:0x7f9d6a9cc340 )>\"", \""<NSAutoresizingMaskLayoutConstraint:0x7f9d7561a270 h=-&- v=-&- V:|-(45)-[NSScrollView:0x7f9d64abe480]   (Names: '|':NSView:0x7f9d6a9cc340 )>\"", \""<NSAutoresizingMaskLayoutConstraint:0x7f9d6aa2cf10 h=-&- v=--& V:[NSView:0x7f9d53160e30(0)]>\"", \""<NSAutoresizingMaskLayoutConstraint:0x7f9d75652870 h=-&- v=-&- V:|-(0)-[NSView:0x7f9d6a9cc340]   (Names: '|':NSView:0x7f9d53160e30 )>\"", \""<NSAutoresizingMaskLayoutConstraint:0x7f9d77ef8f50 h=-&- v=-&- V:[NSView:0x7f9d6a9cc340]-(0)-|   (Names: '|':NSView:0x7f9d53160e30 )>\"" )  Will attempt to recover by breaking constraint <NSAutoresizingMaskLayoutConstraint:0x7f9d7561a270 h=-&- v=-&- V:|-(45)-[NSScrollView:0x7f9d64abe480]   (Names: '|':NSView:0x7f9d6a9cc340 )>  Set the NSUserDefault NSConstraintBasedLayoutVisualizeMutuallyExclusiveConstraints to YES to have -[NSWindow visualizeConstraints:] automatically called when this happens.  And/or, break on objc_exception_throw to catch this in the debugger.""]",0,high,0,Auto-labeled (high confidence)
