LineId,Label,Timestamp,Date,User,Month,Day,Time,Location,Component,PID,Content,EventId,EventTemplate,AnomalyLabel,AnomalyLabelName,Source,timestamp_normalized,timestamp_dt,hour,day_of_week,day_of_month,month,is_weekend,is_business_hours,is_night,time_diff_seconds,log_index,logs_last_10
1532,-,1131567073,2005.11.09,cn52,Nov,9,12:11:13,cn52/cn52,ntpd,15522.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:11:13.000,2025-11-09 12:11:13,12,6,9,11,1,1,0,1.0,1530,161
1533,-,1131567073,2005.11.09,tbird-admin1,Nov,9,12:11:13,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,RRD_update (/var/lib/ganglia/rrds/D Nodes/dn731/pkts_out.rrd): illegal attempt to update using time 1131563473 when last update time is 1131563473 (minimum one second step),E111,RRD_update (/var/lib/ganglia/rrds/<*>.rrd): illegal attempt to update using time <*> when last update time is <*> (minimum one second step),0,normal,Thunderbird_2k,2025-11-09 12:11:13.000,2025-11-09 12:11:13,12,6,9,11,1,1,0,0.0,1531,161
1531,-,1131567073,2005.11.09,bn301,Nov,9,12:11:13,bn301/bn301,ntpd,23488.0,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:11:13.000,2025-11-09 12:11:13,12,6,9,11,1,1,0,0.0,1532,161
1534,-,1131567074,2005.11.09,tbird-admin1,Nov,9,12:11:14,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:11:14.000,2025-11-09 12:11:14,12,6,9,11,1,1,0,1.0,1533,161
1535,-,1131567075,2005.11.09,tbird-admin1,Nov,9,12:11:15,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:11:15.000,2025-11-09 12:11:15,12,6,9,11,1,1,0,1.0,1534,161
1536,-,1131567075,2005.11.09,tbird-admin1,Nov,9,12:11:15,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:11:15.000,2025-11-09 12:11:15,12,6,9,11,1,1,0,0.0,1535,161
1537,-,1131567076,2005.11.09,tbird-admin1,Nov,9,12:11:16,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:11:16.000,2025-11-09 12:11:16,12,6,9,11,1,1,0,1.0,1536,161
1538,-,1131567076,2005.11.09,tbird-sm1,Nov,9,12:11:16,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change,0,normal,Thunderbird_2k,2025-11-09 12:11:16.000,2025-11-09 12:11:16,12,6,9,11,1,1,0,0.0,1537,161
1539,-,1131567076,2005.11.09,tbird-sm1,Nov,9,12:11:16,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required,0,normal,Thunderbird_2k,2025-11-09 12:11:16.000,2025-11-09 12:11:16,12,6,9,11,1,1,0,0.0,1538,161
1540,-,1131567078,2005.11.09,cn94,Nov,9,12:11:18,cn94/cn94,ntpd,19065.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:11:18.000,2025-11-09 12:11:18,12,6,9,11,1,1,0,2.0,1539,161
1541,-,1131567078,2005.11.09,dn700,Nov,9,12:11:18,dn700/dn700,ntpd,2251.0,"synchronized to 10.100.26.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:11:18.000,2025-11-09 12:11:18,12,6,9,11,1,1,0,0.0,1540,161
1542,-,1131567078,2005.11.09,tbird-admin1,Nov,9,12:11:18,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A7] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:11:18.000,2025-11-09 12:11:18,12,6,9,11,1,1,0,0.0,1541,161
1543,-,1131567078,2005.11.09,tbird-admin1,Nov,9,12:11:18,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B7] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:11:18.000,2025-11-09 12:11:18,12,6,9,11,1,1,0,0.0,1542,161
1544,-,1131567080,2005.11.09,cn1000,Nov,9,12:11:20,cn1000/cn1000,ntpd,19233.0,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:11:20.000,2025-11-09 12:11:20,12,6,9,11,1,1,0,2.0,1543,161
1545,-,1131567080,2005.11.09,tbird-admin1,Nov,9,12:11:20,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:11:20.000,2025-11-09 12:11:20,12,6,9,11,1,1,0,0.0,1544,161
1548,-,1131567081,2005.11.09,tbird-admin1,Nov,9,12:11:21,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:11:21.000,2025-11-09 12:11:21,12,6,9,11,1,1,0,1.0,1545,161
1546,-,1131567081,2005.11.09,tbird-admin1,Nov,9,12:11:21,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B2] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:11:21.000,2025-11-09 12:11:21,12,6,9,11,1,1,0,0.0,1546,161
1547,-,1131567081,2005.11.09,tbird-admin1,Nov,9,12:11:21,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:11:21.000,2025-11-09 12:11:21,12,6,9,11,1,1,0,0.0,1547,161
1549,-,1131567083,2005.11.09,bn643,Nov,9,12:11:23,bn643/bn643,ntpd,22442.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:11:23.000,2025-11-09 12:11:23,12,6,9,11,1,1,0,2.0,1548,161
1550,-,1131567083,2005.11.09,tbird-admin1,Nov,9,12:11:23,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:11:23.000,2025-11-09 12:11:23,12,6,9,11,1,1,0,0.0,1549,161
1551,-,1131567083,2005.11.09,tbird-admin1,Nov,9,12:11:23,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D7] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:11:23.000,2025-11-09 12:11:23,12,6,9,11,1,1,0,0.0,1550,161
1552,-,1131567083,2005.11.09,tbird-admin1,Nov,9,12:11:23,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:11:23.000,2025-11-09 12:11:23,12,6,9,11,1,1,0,0.0,1551,161
1553,-,1131567084,2005.11.09,bn364,Nov,9,12:11:24,bn364/bn364,ntpd,28894.0,"synchronized to 10.100.10.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:11:24.000,2025-11-09 12:11:24,12,6,9,11,1,1,0,1.0,1552,161
1554,-,1131567084,2005.11.09,bn364,Nov,9,12:11:24,bn364/bn364,ntpd,28894.0,"synchronized to 10.100.8.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:11:24.000,2025-11-09 12:11:24,12,6,9,11,1,1,0,0.0,1553,161
1555,-,1131567084,2005.11.09,cn874,Nov,9,12:11:24,cn874/cn874,ntpd,29629.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:11:24.000,2025-11-09 12:11:24,12,6,9,11,1,1,0,0.0,1554,161
1556,-,1131567084,2005.11.09,tbird-admin1,Nov,9,12:11:24,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:11:24.000,2025-11-09 12:11:24,12,6,9,11,1,1,0,0.0,1555,161
1559,-,1131567085,2005.11.09,tbird-admin1,Nov,9,12:11:25,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:11:25.000,2025-11-09 12:11:25,12,6,9,11,1,1,0,1.0,1556,161
1557,-,1131567085,2005.11.09,bn93,Nov,9,12:11:25,bn93/bn93,ntpd,22271.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:11:25.000,2025-11-09 12:11:25,12,6,9,11,1,1,0,0.0,1557,161
1558,-,1131567085,2005.11.09,tbird-admin1,Nov,9,12:11:25,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A2] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:11:25.000,2025-11-09 12:11:25,12,6,9,11,1,1,0,0.0,1558,161
1560,-,1131567085,2005.11.09,tbird-admin1,Nov,9,12:11:25,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:11:25.000,2025-11-09 12:11:25,12,6,9,11,1,1,0,0.0,1559,161
1562,-,1131567086,2005.11.09,tbird-admin1,Nov,9,12:11:26,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:11:26.000,2025-11-09 12:11:26,12,6,9,11,1,1,0,1.0,1560,161
1561,-,1131567086,2005.11.09,cn459,Nov,9,12:11:26,cn459/cn459,ntpd,12629.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:11:26.000,2025-11-09 12:11:26,12,6,9,11,1,1,0,0.0,1561,161
1563,-,1131567086,2005.11.09,tbird-sm1,Nov,9,12:11:26,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,0,normal,Thunderbird_2k,2025-11-09 12:11:26.000,2025-11-09 12:11:26,12,6,9,11,1,1,0,0.0,1562,161
1564,-,1131567087,2005.11.09,tbird-admin1,Nov,9,12:11:27,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C2] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:11:27.000,2025-11-09 12:11:27,12,6,9,11,1,1,0,1.0,1563,161
1565,-,1131567089,2005.11.09,tbird-admin1,Nov,9,12:11:29,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:11:29.000,2025-11-09 12:11:29,12,6,9,11,1,1,0,2.0,1564,161
1566,-,1131567090,2005.11.09,tbird-admin1,Nov,9,12:11:30,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B3] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:11:30.000,2025-11-09 12:11:30,12,6,9,11,1,1,0,1.0,1565,161
1567,-,1131567090,2005.11.09,tbird-sm1,Nov,9,12:11:30,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change,0,normal,Thunderbird_2k,2025-11-09 12:11:30.000,2025-11-09 12:11:30,12,6,9,11,1,1,0,0.0,1566,161
1568,-,1131567090,2005.11.09,tbird-sm1,Nov,9,12:11:30,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required,0,normal,Thunderbird_2k,2025-11-09 12:11:30.000,2025-11-09 12:11:30,12,6,9,11,1,1,0,0.0,1567,161
1569,-,1131567091,2005.11.09,eadmin1,Nov,9,12:11:31,src@eadmin1,crond(pam_unix),4309.0,session closed for user root,E117,session closed for user root,1,security_anomaly,Thunderbird_2k,2025-11-09 12:11:31.000,2025-11-09 12:11:31,12,6,9,11,1,1,0,1.0,1568,161
1570,-,1131567091,2005.11.09,eadmin1,Nov,9,12:11:31,src@eadmin1,sendmail,7417.0,"jA9JBVPb007417: from=root, size=629060, class=0, nrcpts=1, msgid=<200511091911.jA9JBVPb007417@eadmin1>, relay=#7#@localhost",E15,"<*>: from=root, size=<*>, class=<*>, nrcpts=<*>, msgid=<<*>>, relay=#<*>#@localhost",1,security_anomaly,Thunderbird_2k,2025-11-09 12:11:31.000,2025-11-09 12:11:31,12,6,9,11,1,1,0,0.0,1569,161
1571,-,1131567091,2005.11.09,eadmin1,Nov,9,12:11:31,src@eadmin1,sendmail,7417.0,"jA9JBVPb007417: to=root, ctladdr=root (0/0), delay=00:00:00, xdelay=00:00:00, mailer=relay, pri=659060, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]",E16,"<*>: to=root, ctladdr=root (0/0), delay=<*>:<*>:<*>, xdelay=<*>:<*>:<*>, mailer=relay, pri=<*>, relay=[<*>] [<*>], dsn=<*>.<*>.<*>, stat=Deferred: Connection refused by [<*>]",1,security_anomaly,Thunderbird_2k,2025-11-09 12:11:31.000,2025-11-09 12:11:31,12,6,9,11,1,1,0,0.0,1570,161
1572,-,1131567091,2005.11.09,eadmin1,Nov,9,12:11:31,src@eadmin1,sendmail,7417.0,unable to qualify my own domain name (eadmin1) -- using short name,E131,unable to qualify my own domain name (<*>) -- using short name,0,normal,Thunderbird_2k,2025-11-09 12:11:31.000,2025-11-09 12:11:31,12,6,9,11,1,1,0,0.0,1571,161
1573,-,1131567091,2005.11.09,tbird-admin1,Nov,9,12:11:31,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:11:31.000,2025-11-09 12:11:31,12,6,9,11,1,1,0,0.0,1572,161
1574,-,1131567092,2005.11.09,aadmin1,Nov,9,12:11:32,src@aadmin1,sendmail,19649.0,unable to qualify my own domain name (aadmin1) -- using short name,E131,unable to qualify my own domain name (<*>) -- using short name,0,normal,Thunderbird_2k,2025-11-09 12:11:32.000,2025-11-09 12:11:32,12,6,9,11,1,1,0,1.0,1573,161
1575,-,1131567092,2005.11.09,badmin1,Nov,9,12:11:32,src@badmin1,sendmail,14256.0,unable to qualify my own domain name (badmin1) -- using short name,E131,unable to qualify my own domain name (<*>) -- using short name,0,normal,Thunderbird_2k,2025-11-09 12:11:32.000,2025-11-09 12:11:32,12,6,9,11,1,1,0,0.0,1574,161
1578,-,1131567093,2005.11.09,dadmin1,Nov,9,12:11:33,src@dadmin1,sendmail,27337.0,unable to qualify my own domain name (dadmin1) -- using short name,E131,unable to qualify my own domain name (<*>) -- using short name,0,normal,Thunderbird_2k,2025-11-09 12:11:33.000,2025-11-09 12:11:33,12,6,9,11,1,1,0,1.0,1575,161
1577,-,1131567093,2005.11.09,cadmin1,Nov,9,12:11:33,src@cadmin1,sendmail,22479.0,unable to qualify my own domain name (cadmin1) -- using short name,E131,unable to qualify my own domain name (<*>) -- using short name,0,normal,Thunderbird_2k,2025-11-09 12:11:33.000,2025-11-09 12:11:33,12,6,9,11,1,1,0,0.0,1576,161
1576,-,1131567093,2005.11.09,bn93,Nov,9,12:11:33,bn93/bn93,ntpd,22271.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:11:33.000,2025-11-09 12:11:33,12,6,9,11,1,1,0,0.0,1577,161
1579,-,1131567094,2005.11.09,aadmin1,Nov,9,12:11:34,src@aadmin1,crond(pam_unix),16570.0,session closed for user root,E117,session closed for user root,1,security_anomaly,Thunderbird_2k,2025-11-09 12:11:34.000,2025-11-09 12:11:34,12,6,9,11,1,1,0,1.0,1578,161
1580,-,1131567094,2005.11.09,aadmin1,Nov,9,12:11:34,src@aadmin1,sendmail,19649.0,"jA9JBWxH019649: from=root, size=1596872, class=0, nrcpts=1, msgid=<200511091911.jA9JBWxH019649@aadmin1>, relay=#7#@localhost",E15,"<*>: from=root, size=<*>, class=<*>, nrcpts=<*>, msgid=<<*>>, relay=#<*>#@localhost",1,security_anomaly,Thunderbird_2k,2025-11-09 12:11:34.000,2025-11-09 12:11:34,12,6,9,11,1,1,0,0.0,1579,161
1581,-,1131567094,2005.11.09,aadmin1,Nov,9,12:11:34,src@aadmin1,sendmail,19649.0,"jA9JBWxH019649: to=root, ctladdr=root (0/0), delay=00:00:02, xdelay=00:00:00, mailer=relay, pri=1626872, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]",E16,"<*>: to=root, ctladdr=root (0/0), delay=<*>:<*>:<*>, xdelay=<*>:<*>:<*>, mailer=relay, pri=<*>, relay=[<*>] [<*>], dsn=<*>.<*>.<*>, stat=Deferred: Connection refused by [<*>]",1,security_anomaly,Thunderbird_2k,2025-11-09 12:11:34.000,2025-11-09 12:11:34,12,6,9,11,1,1,0,0.0,1580,161
1582,-,1131567094,2005.11.09,badmin1,Nov,9,12:11:34,src@badmin1,crond(pam_unix),11179.0,session closed for user root,E117,session closed for user root,1,security_anomaly,Thunderbird_2k,2025-11-09 12:11:34.000,2025-11-09 12:11:34,12,6,9,11,1,1,0,0.0,1581,161
1583,-,1131567094,2005.11.09,badmin1,Nov,9,12:11:34,src@badmin1,sendmail,14256.0,"jA9JBWEr014256: from=root, size=1593894, class=0, nrcpts=1, msgid=<200511091911.jA9JBWEr014256@badmin1>, relay=#7#@localhost",E15,"<*>: from=root, size=<*>, class=<*>, nrcpts=<*>, msgid=<<*>>, relay=#<*>#@localhost",1,security_anomaly,Thunderbird_2k,2025-11-09 12:11:34.000,2025-11-09 12:11:34,12,6,9,11,1,1,0,0.0,1582,161
1584,-,1131567094,2005.11.09,badmin1,Nov,9,12:11:34,src@badmin1,sendmail,14256.0,"jA9JBWEr014256: to=root, ctladdr=root (0/0), delay=00:00:02, xdelay=00:00:00, mailer=relay, pri=1623894, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]",E16,"<*>: to=root, ctladdr=root (0/0), delay=<*>:<*>:<*>, xdelay=<*>:<*>:<*>, mailer=relay, pri=<*>, relay=[<*>] [<*>], dsn=<*>.<*>.<*>, stat=Deferred: Connection refused by [<*>]",1,security_anomaly,Thunderbird_2k,2025-11-09 12:11:34.000,2025-11-09 12:11:34,12,6,9,11,1,1,0,0.0,1583,161
1585,-,1131567094,2005.11.09,tbird-admin1,Nov,9,12:11:34,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:11:34.000,2025-11-09 12:11:34,12,6,9,11,1,1,0,0.0,1584,161
1586,-,1131567094,2005.11.09,tbird-admin1,Nov,9,12:11:34,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:11:34.000,2025-11-09 12:11:34,12,6,9,11,1,1,0,0.0,1585,161
1594,-,1131567095,2005.11.09,dadmin1,Nov,9,12:11:35,src@dadmin1,sendmail,27337.0,"jA9JBXVI027337: to=root, ctladdr=root (0/0), delay=00:00:02, xdelay=00:00:00, mailer=relay, pri=1627080, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]",E16,"<*>: to=root, ctladdr=root (0/0), delay=<*>:<*>:<*>, xdelay=<*>:<*>:<*>, mailer=relay, pri=<*>, relay=[<*>] [<*>], dsn=<*>.<*>.<*>, stat=Deferred: Connection refused by [<*>]",1,security_anomaly,Thunderbird_2k,2025-11-09 12:11:35.000,2025-11-09 12:11:35,12,6,9,11,1,1,0,1.0,1586,161
1593,-,1131567095,2005.11.09,dadmin1,Nov,9,12:11:35,src@dadmin1,sendmail,27337.0,"jA9JBXVI027337: from=root, size=1597080, class=0, nrcpts=1, msgid=<200511091911.jA9JBXVI027337@dadmin1>, relay=#7#@localhost",E15,"<*>: from=root, size=<*>, class=<*>, nrcpts=<*>, msgid=<<*>>, relay=#<*>#@localhost",1,security_anomaly,Thunderbird_2k,2025-11-09 12:11:35.000,2025-11-09 12:11:35,12,6,9,11,1,1,0,0.0,1587,161
1592,-,1131567095,2005.11.09,dadmin1,Nov,9,12:11:35,src@dadmin1,crond(pam_unix),24261.0,session closed for user root,E117,session closed for user root,1,security_anomaly,Thunderbird_2k,2025-11-09 12:11:35.000,2025-11-09 12:11:35,12,6,9,11,1,1,0,0.0,1588,161
1591,-,1131567095,2005.11.09,cn89,Nov,9,12:11:35,cn89/cn89,ntpd,19837.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:11:35.000,2025-11-09 12:11:35,12,6,9,11,1,1,0,0.0,1589,161
1595,-,1131567095,2005.11.09,tbird-admin1,Nov,9,12:11:35,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:11:35.000,2025-11-09 12:11:35,12,6,9,11,1,1,0,0.0,1590,161
1589,-,1131567095,2005.11.09,cadmin1,Nov,9,12:11:35,src@cadmin1,sendmail,22479.0,"jA9JBXgf022479: to=root, ctladdr=root (0/0), delay=00:00:02, xdelay=00:00:00, mailer=relay, pri=1624553, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]",E16,"<*>: to=root, ctladdr=root (0/0), delay=<*>:<*>:<*>, xdelay=<*>:<*>:<*>, mailer=relay, pri=<*>, relay=[<*>] [<*>], dsn=<*>.<*>.<*>, stat=Deferred: Connection refused by [<*>]",1,security_anomaly,Thunderbird_2k,2025-11-09 12:11:35.000,2025-11-09 12:11:35,12,6,9,11,1,1,0,0.0,1591,161
1588,-,1131567095,2005.11.09,cadmin1,Nov,9,12:11:35,src@cadmin1,sendmail,22479.0,"jA9JBXgf022479: from=root, size=1594553, class=0, nrcpts=1, msgid=<200511091911.jA9JBXgf022479@cadmin1>, relay=#7#@localhost",E15,"<*>: from=root, size=<*>, class=<*>, nrcpts=<*>, msgid=<<*>>, relay=#<*>#@localhost",1,security_anomaly,Thunderbird_2k,2025-11-09 12:11:35.000,2025-11-09 12:11:35,12,6,9,11,1,1,0,0.0,1592,161
1587,-,1131567095,2005.11.09,cadmin1,Nov,9,12:11:35,src@cadmin1,crond(pam_unix),19394.0,session closed for user root,E117,session closed for user root,1,security_anomaly,Thunderbird_2k,2025-11-09 12:11:35.000,2025-11-09 12:11:35,12,6,9,11,1,1,0,0.0,1593,161
1590,-,1131567095,2005.11.09,cn81,Nov,9,12:11:35,cn81/cn81,ntpd,19090.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:11:35.000,2025-11-09 12:11:35,12,6,9,11,1,1,0,0.0,1594,161
1596,-,1131567096,2005.11.09,tbird-admin1,Nov,9,12:11:36,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A3] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:11:36.000,2025-11-09 12:11:36,12,6,9,11,1,1,0,1.0,1595,161
1597,-,1131567096,2005.11.09,tbird-admin1,Nov,9,12:11:36,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:11:36.000,2025-11-09 12:11:36,12,6,9,11,1,1,0,0.0,1596,161
1598,-,1131567097,2005.11.09,cn202,Nov,9,12:11:37,cn202/cn202,ntpd,19825.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:11:37.000,2025-11-09 12:11:37,12,6,9,11,1,1,0,1.0,1597,161
1599,-,1131567098,2005.11.09,bn1,Nov,9,12:11:38,bn1/bn1,ntpd,23146.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:11:38.000,2025-11-09 12:11:38,12,6,9,11,1,1,0,1.0,1598,161
