LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate,AnomalyLabel,AnomalyLabelName,Source,timestamp_normalized,timestamp_dt,hour,day_of_week,day_of_month,month,is_weekend,is_business_hours,is_night,time_diff_seconds,log_index,logs_last_10
1782,03-17,16:16:02.899,1702,2121,D,WifiController,ApStaDisabledState what=155652,E24,ApStaDisabledState what=<*>,0,normal,Android_2k,2025-03-17 16:16:02.899,2025-03-17 16:16:02.899,16,0,17,3,0,1,0,0.0,1784,314
1780,03-17,16:16:02.899,1702,1702,D,WifiService,"onReceive, action:android.intent.action.BATTERY_CHANGED",E92,"onReceive, action:<*>",1,hardware_issue,Android_2k,2025-03-17 16:16:02.899,2025-03-17 16:16:02.899,16,0,17,3,0,1,0,0.0,1785,314
1783,03-17,16:16:02.899,1702,2121,D,WifiController,DefaultState what=155652,E40,DefaultState what=<*>,0,normal,Android_2k,2025-03-17 16:16:02.899,2025-03-17 16:16:02.899,16,0,17,3,0,1,0,0.0,1786,314
1788,03-17,16:16:02.900,2227,2227,V,KeyguardUpdateMonitor,RefreshBatteryInfo isBatteryLow: 23,E106,RefreshBatteryInfo isBatteryLow: <*>,0,normal,Android_2k,2025-03-17 16:16:02.900,2025-03-17 16:16:02.900,16,0,17,3,0,1,0,0.001,1787,314
1789,03-17,16:16:02.903,1702,2618,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k,2025-03-17 16:16:02.903,2025-03-17 16:16:02.903,16,0,17,3,0,1,0,0.003,1788,314
1790,03-17,16:16:02.928,1702,27365,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k,2025-03-17 16:16:02.928,2025-03-17 16:16:02.928,16,0,17,3,0,1,0,0.025,1789,314
1791,03-17,16:16:03.001,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k,2025-03-17 16:16:03.001,2025-03-17 16:16:03.001,16,0,17,3,0,1,0,0.073,1790,314
1792,03-17,16:16:03.002,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k,2025-03-17 16:16:03.002,2025-03-17 16:16:03.002,16,0,17,3,0,1,0,0.001,1791,314
1793,03-17,16:16:03.104,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,0,normal,Android_2k,2025-03-17 16:16:03.104,2025-03-17 16:16:03.104,16,0,17,3,0,1,0,0.102,1792,314
1794,03-17,16:16:03.104,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,0,normal,Android_2k,2025-03-17 16:16:03.104,2025-03-17 16:16:03.104,16,0,17,3,0,1,0,0.0,1793,314
1795,03-17,16:16:03.104,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",0,normal,Android_2k,2025-03-17 16:16:03.104,2025-03-17 16:16:03.104,16,0,17,3,0,1,0,0.0,1794,314
1796,03-17,16:16:03.351,1702,8303,D,PowerManagerService,"release:lock=149977903, flg=0x0, tag=""AudioMix"", name=audioserver"", ws=null, uid=1041, pid=0",E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>",0,normal,Android_2k,2025-03-17 16:16:03.351,2025-03-17 16:16:03.351,16,0,17,3,0,1,0,0.247,1795,314
1798,03-17,16:16:03.352,1702,3693,D,PowerManagerService,"release:lock=155645244, flg=0x0, tag=""AudioMix"", name=audioserver"", ws=null, uid=1041, pid=0",E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>",0,normal,Android_2k,2025-03-17 16:16:03.352,2025-03-17 16:16:03.352,16,0,17,3,0,1,0,0.001,1796,314
1797,03-17,16:16:03.352,1702,8303,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k,2025-03-17 16:16:03.352,2025-03-17 16:16:03.352,16,0,17,3,0,1,0,0.0,1797,314
1799,03-17,16:16:03.354,1702,3693,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k,2025-03-17 16:16:03.354,2025-03-17 16:16:03.354,16,0,17,3,0,1,0,0.002,1798,314
1800,03-17,16:16:03.354,1702,27353,D,PowerManagerService,"release:lock=191063310, flg=0x0, tag=""AudioMix"", name=audioserver"", ws=null, uid=1041, pid=0",E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>",0,normal,Android_2k,2025-03-17 16:16:03.354,2025-03-17 16:16:03.354,16,0,17,3,0,1,0,0.0,1799,314
1801,03-17,16:16:03.355,1702,27353,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k,2025-03-17 16:16:03.355,2025-03-17 16:16:03.355,16,0,17,3,0,1,0,0.001,1800,314
1802,03-17,16:16:03.360,1702,17622,D,PowerManagerService,"release:lock=173466309, flg=0x0, tag=""AudioMix"", name=audioserver"", ws=null, uid=1041, pid=0",E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>",0,normal,Android_2k,2025-03-17 16:16:03.360,2025-03-17 16:16:03.360,16,0,17,3,0,1,0,0.005,1801,314
1803,03-17,16:16:03.361,1702,17622,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k,2025-03-17 16:16:03.361,2025-03-17 16:16:03.361,16,0,17,3,0,1,0,0.001,1802,314
1804,03-17,16:16:03.361,1702,17622,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",E109,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",0,normal,Android_2k,2025-03-17 16:16:03.361,2025-03-17 16:16:03.361,16,0,17,3,0,1,0,0.0,1803,314
1805,03-17,16:16:03.405,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,0,normal,Android_2k,2025-03-17 16:16:03.405,2025-03-17 16:16:03.405,16,0,17,3,0,1,0,0.044,1804,314
1806,03-17,16:16:03.405,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,0,normal,Android_2k,2025-03-17 16:16:03.405,2025-03-17 16:16:03.405,16,0,17,3,0,1,0,0.0,1805,314
1807,03-17,16:16:03.405,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",0,normal,Android_2k,2025-03-17 16:16:03.405,2025-03-17 16:16:03.405,16,0,17,3,0,1,0,0.0,1806,314
1808,03-17,16:16:03.671,1702,17621,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,0,normal,Android_2k,2025-03-17 16:16:03.671,2025-03-17 16:16:03.671,16,0,17,3,0,1,0,0.266,1807,314
1809,03-17,16:16:03.691,1702,10454,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,0,normal,Android_2k,2025-03-17 16:16:03.691,2025-03-17 16:16:03.691,16,0,17,3,0,1,0,0.02,1808,314
1811,03-17,16:16:03.707,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,0,normal,Android_2k,2025-03-17 16:16:03.707,2025-03-17 16:16:03.707,16,0,17,3,0,1,0,0.016,1809,314
1812,03-17,16:16:03.707,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",0,normal,Android_2k,2025-03-17 16:16:03.707,2025-03-17 16:16:03.707,16,0,17,3,0,1,0,0.0,1810,314
1810,03-17,16:16:03.707,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,0,normal,Android_2k,2025-03-17 16:16:03.707,2025-03-17 16:16:03.707,16,0,17,3,0,1,0,0.0,1811,314
1813,03-17,16:16:04.094,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261988728, event=2, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",0,normal,Android_2k,2025-03-17 16:16:04.094,2025-03-17 16:16:04.094,16,0,17,3,0,1,0,0.387,1812,314
1814,03-17,16:16:04.095,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k,2025-03-17 16:16:04.095,2025-03-17 16:16:04.095,16,0,17,3,0,1,0,0.001,1813,314
1815,03-17,16:16:04.100,2227,2227,I,PhoneStatusBar,suspendAutohide,E148,suspendAutohide,0,normal,Android_2k,2025-03-17 16:16:04.100,2025-03-17 16:16:04.100,16,0,17,3,0,1,0,0.005,1814,314
1816,03-17,16:16:04.105,1702,27353,D,WindowManager,interceptKeyTq keycode=3 interactive=true keyguardActive=false policyFlags=2b000002 down true canceled false,E69,interceptKeyTq keycode=<*> interactive=true keyguardActive=false policyFlags=<*> down true canceled false,0,normal,Android_2k,2025-03-17 16:16:04.105,2025-03-17 16:16:04.105,16,0,17,3,0,1,0,0.005,1815,314
1817,03-17,16:16:04.105,1702,27353,D,WindowManager,"interceptKeyBeforeQueueing: key 3 , result : 1",E67,"interceptKeyBeforeQueueing: key <*> , result : <*>",0,normal,Android_2k,2025-03-17 16:16:04.105,2025-03-17 16:16:04.105,16,0,17,3,0,1,0,0.0,1816,314
1818,03-17,16:16:04.106,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261988739, event=1, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",0,normal,Android_2k,2025-03-17 16:16:04.106,2025-03-17 16:16:04.106,16,0,17,3,0,1,0,0.001,1817,314
1819,03-17,16:16:04.107,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k,2025-03-17 16:16:04.107,2025-03-17 16:16:04.107,16,0,17,3,0,1,0,0.001,1818,314
1820,03-17,16:16:04.161,2227,2227,I,PhoneStatusBar,resumeSuspendedAutohide,E113,resumeSuspendedAutohide,0,normal,Android_2k,2025-03-17 16:16:04.161,2025-03-17 16:16:04.161,16,0,17,3,0,1,0,0.054,1819,314
1821,03-17,16:16:04.162,1702,17621,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261988799, event=0, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",0,normal,Android_2k,2025-03-17 16:16:04.162,2025-03-17 16:16:04.162,16,0,17,3,0,1,0,0.001,1820,314
1822,03-17,16:16:04.163,1702,17621,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k,2025-03-17 16:16:04.163,2025-03-17 16:16:04.163,16,0,17,3,0,1,0,0.001,1821,314
1823,03-17,16:16:04.165,1702,10454,D,WindowManager,interceptKeyTq keycode=3 interactive=true keyguardActive=false policyFlags=2b000002 down false canceled false,E68,interceptKeyTq keycode=<*> interactive=true keyguardActive=false policyFlags=<*> down false canceled false,0,normal,Android_2k,2025-03-17 16:16:04.165,2025-03-17 16:16:04.165,16,0,17,3,0,1,0,0.002,1822,314
1824,03-17,16:16:04.165,1702,10454,D,WindowManager,"interceptKeyBeforeQueueing: key 3 , result : 1",E67,"interceptKeyBeforeQueueing: key <*> , result : <*>",0,normal,Android_2k,2025-03-17 16:16:04.165,2025-03-17 16:16:04.165,16,0,17,3,0,1,0,0.0,1823,314
1825,03-17,16:16:04.165,2227,2318,V,AudioManager,querySoundEffectsEnabled...,E102,querySoundEffectsEnabled...,0,normal,Android_2k,2025-03-17 16:16:04.165,2025-03-17 16:16:04.165,16,0,17,3,0,1,0,0.0,1824,314
1826,03-17,16:16:04.185,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261988822, event=0, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",0,normal,Android_2k,2025-03-17 16:16:04.185,2025-03-17 16:16:04.185,16,0,17,3,0,1,0,0.02,1825,314
1827,03-17,16:16:04.186,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k,2025-03-17 16:16:04.186,2025-03-17 16:16:04.186,16,0,17,3,0,1,0,0.001,1826,314
1828,03-17,16:16:04.189,2227,2227,I,PhoneStatusBar,"animateCollapsePanels:flags=0, force=false, delayed=false, mExpandedVisible=false",E18,"animateCollapsePanels:flags=<*>, force=false, delayed=false, mExpandedVisible=false",0,normal,Android_2k,2025-03-17 16:16:04.189,2025-03-17 16:16:04.189,16,0,17,3,0,1,0,0.003,1827,314
1829,03-17,16:16:04.189,2227,2227,I,PanelView,closeQs,E39,closeQs,0,normal,Android_2k,2025-03-17 16:16:04.189,2025-03-17 16:16:04.189,16,0,17,3,0,1,0,0.0,1828,314
1830,03-17,16:16:04.190,2227,2227,I,PanelView,cancelPeek: false,E34,cancelPeek: false,0,normal,Android_2k,2025-03-17 16:16:04.190,2025-03-17 16:16:04.190,16,0,17,3,0,1,0,0.001,1829,314
1831,03-17,16:16:04.190,2227,2227,I,PanelView,instantCollapse,E66,instantCollapse,0,normal,Android_2k,2025-03-17 16:16:04.190,2025-03-17 16:16:04.190,16,0,17,3,0,1,0,0.0,1830,314
1832,03-17,16:16:04.190,2227,2227,I,PanelView,cancelPeek: false,E34,cancelPeek: false,0,normal,Android_2k,2025-03-17 16:16:04.190,2025-03-17 16:16:04.190,16,0,17,3,0,1,0,0.0,1831,314
1833,03-17,16:16:04.205,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k,2025-03-17 16:16:04.205,2025-03-17 16:16:04.205,16,0,17,3,0,1,0,0.015,1832,314
1834,03-17,16:16:04.205,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k,2025-03-17 16:16:04.205,2025-03-17 16:16:04.205,16,0,17,3,0,1,0,0.0,1833,314
1835,03-17,16:16:04.208,1702,2105,D,PowerManagerService,"acquire lock=189667585, flags=0x1, tag=""*launch*"", name=android, ws=WorkSource{10057}, uid=1000, pid=1702",E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>",0,normal,Android_2k,2025-03-17 16:16:04.208,2025-03-17 16:16:04.208,16,0,17,3,0,1,0,0.003,1834,314
1836,03-17,16:16:04.209,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k,2025-03-17 16:16:04.209,2025-03-17 16:16:04.209,16,0,17,3,0,1,0,0.001,1835,314
1837,03-17,16:16:04.209,1702,2105,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",E11,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",0,normal,Android_2k,2025-03-17 16:16:04.209,2025-03-17 16:16:04.209,16,0,17,3,0,1,0,0.0,1836,314
1838,03-17,16:16:04.212,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k,2025-03-17 16:16:04.212,2025-03-17 16:16:04.212,16,0,17,3,0,1,0,0.003,1837,314
1839,03-17,16:16:04.213,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k,2025-03-17 16:16:04.213,2025-03-17 16:16:04.213,16,0,17,3,0,1,0,0.001,1838,314
1840,03-17,16:16:04.223,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k,2025-03-17 16:16:04.223,2025-03-17 16:16:04.223,16,0,17,3,0,1,0,0.01,1839,314
1841,03-17,16:16:04.224,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k,2025-03-17 16:16:04.224,2025-03-17 16:16:04.224,16,0,17,3,0,1,0,0.001,1840,314
1843,03-17,16:16:04.242,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k,2025-03-17 16:16:04.242,2025-03-17 16:16:04.242,16,0,17,3,0,1,0,0.018,1841,314
1842,03-17,16:16:04.242,1702,3697,W,ActivityManager,getRunningAppProcesses: caller 10112 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,0,normal,Android_2k,2025-03-17 16:16:04.242,2025-03-17 16:16:04.242,16,0,17,3,0,1,0,0.0,1842,314
1844,03-17,16:16:04.243,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k,2025-03-17 16:16:04.243,2025-03-17 16:16:04.243,16,0,17,3,0,1,0,0.001,1843,314
1845,03-17,16:16:04.291,1702,17632,I,WindowManager,"Taking screenshot from Surface with crop:[Rect(0, 48 - 720, 1208)], width:[432], height:[696], minLayer:[21000], maxLayer:[21080], inRotation:[false], rot:[0]",E149,"Taking screenshot from Surface with crop:[Rect(<*>, <*> - <*>, <*>)], width:[<*>], height:[<*>], minLayer:[<*>], maxLayer:[<*>], inRotation:[false], rot:[<*>]",0,normal,Android_2k,2025-03-17 16:16:04.291,2025-03-17 16:16:04.291,16,0,17,3,0,1,0,0.048,1844,314
1846,03-17,16:16:04.399,1702,1736,I,WindowManager,The change in focus caused us to need to do a layout begin,E150,The change in focus caused us to need to do a layout begin,0,normal,Android_2k,2025-03-17 16:16:04.399,2025-03-17 16:16:04.399,16,0,17,3,0,1,0,0.108,1845,314
1847,03-17,16:16:04.399,1702,1736,I,WindowManager,The change in focus caused us to need to do a layout end,E151,The change in focus caused us to need to do a layout end,0,normal,Android_2k,2025-03-17 16:16:04.399,2025-03-17 16:16:04.399,16,0,17,3,0,1,0,0.0,1846,314
1848,03-17,16:16:04.408,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=708 mask=ffffffff oldVal=40000500 newVal=708 diff=40000208 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k,2025-03-17 16:16:04.408,2025-03-17 16:16:04.408,16,0,17,3,0,1,0,0.009,1847,314
1849,03-17,16:16:04.409,2227,2227,I,PhoneStatusBar,cancelAutohide,E27,cancelAutohide,0,normal,Android_2k,2025-03-17 16:16:04.409,2025-03-17 16:16:04.409,16,0,17,3,0,1,0,0.001,1848,314
1850,03-17,16:16:04.409,2227,2227,I,PhoneStatusBar,"notifyUiVisibilityChanged:vis=0x708, SystemUiVisibility=0x708",E84,"notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>",0,normal,Android_2k,2025-03-17 16:16:04.409,2025-03-17 16:16:04.409,16,0,17,3,0,1,0,0.0,1849,314
1851,03-17,16:16:04.419,2227,2227,I,StackScrollAlgorithm,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=0.0",E155,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",0,normal,Android_2k,2025-03-17 16:16:04.419,2025-03-17 16:16:04.419,16,0,17,3,0,1,0,0.01,1850,314
1852,03-17,16:16:04.420,2227,2227,I,StackScrollAlgorithm,updateDimmedActivatedHideSensitive overlap:false,E157,updateDimmedActivatedHideSensitive overlap:false,0,normal,Android_2k,2025-03-17 16:16:04.420,2025-03-17 16:16:04.420,16,0,17,3,0,1,0,0.001,1851,314
1858,03-17,16:16:04.459,1702,2633,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { act=android.intent.action.VIEW dat=file:///storage/emulated/0/Tencent/QQfile_recv/b.apk typ=application/vnd.android.package-archive flg=0x10800000 cmp=com.android.packageinstaller/.PackageInstallerActivity (has extras) }",E133,"Skipping, withExcluded: false, tr.intent:Intent { act=<*> dat=<*> typ=<*> flg=<*> cmp=<*> (has extras) }",0,normal,Android_2k,2025-03-17 16:16:04.459,2025-03-17 16:16:04.459,16,0,17,3,0,1,0,0.039,1852,314
1856,03-17,16:16:04.459,1702,2633,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { flg=0x10800000 cmp=com.tencent.qqmusic/.business.lockscreen.LockScreenActivity (has extras) }",E135,"Skipping, withExcluded: false, tr.intent:Intent { flg=<*> cmp=<*> (has extras) }",0,normal,Android_2k,2025-03-17 16:16:04.459,2025-03-17 16:16:04.459,16,0,17,3,0,1,0,0.0,1853,314
1857,03-17,16:16:04.459,1702,2633,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { act=com.android.contacts.action.CHOOSE_SUB dat=tel:xxxxxxxxxxx flg=0x10808000 cmp=com.android.contacts/.ChooseSubActivity (has extras) }",E132,"Skipping, withExcluded: false, tr.intent:Intent { act=<*> dat=<*> flg=<*> cmp=<*> (has extras) }",0,normal,Android_2k,2025-03-17 16:16:04.459,2025-03-17 16:16:04.459,16,0,17,3,0,1,0,0.0,1854,314
